133,Анатолій Гриценко,"Лідер партії ""Громадянська позиція""",08.01.2018,09.01.2018,"Сказали (Уряд), що всім буде однакова процедура нарахування і осучаснення пенсій. Військовим не осучаснили ні на одну копійку.",Правда,"Це справді так. Хоча кабмін може осучаснити пенсії військовим. Для цього потрібно підвищити грошове забезпечення військовослужбовцям. Після чого відповідно до ч.ІV ст.63 закону від 09.04.1992 №2262-ХІІ «Про Пенсійне забезпечення осіб, звільнених з військової служби, та деяких інших осіб» таке підвищення автоматично тягне за собою перерахунок пенсій. Відповідну постанову прийняли 30 серпня 2017 року, але з введенням в дію з 1 січня 2018 року. Але наприкінці 2017-го уряд відтермінував введення змін на 1 січня 2019 року.","http://zakon5.rada.gov.ua/laws/show/2262-12, https://www.kmu.gov.ua/ua/npas/250287238, https://www.kmu.gov.ua/ua/npas/pro-vnesennya-zmini-do-punktu-10-postanovi-kabinetu-ministriv-ukrayini-vid-30-serpnya-2017-r-704",https://youtu.be/tBMO1hVf3HE?t=963
133,Анатолій Гриценко,"Лідер партії ""Громадянська позиція""",08.01.2018,09.01.2018,"Органам прокуратури, прокурорам посадові оклади і оклади за військові звання збільшили в рази. Ну умовно - було 150 грн, стало 3000 грн. А для армії, яка воює, цього не зробили. І для інших силових структур, які воюють, і розвідки, там, і СБУ, Національній гвардії – цього не зробили. Я тоді набрав міністра оборони, кажу: як же так, ви ж член уряду? Він сказав, що все нормально, так само прийняли, але введуть в дію з першого січня. Зараз дізнаюся, що уряд, “под йолку”, як казав Віктор Федорович, прийняв рішення: не з першого січня, а з першого січня наступного року, 19-ого.",Правда,"Оклади працівникам прокуратури справді збільшилися (див. постанову). Наприклад, державний радник юстиції України замість 160 грн почав отримувати 3200 грн (додаток 8 постанови). Схожа постанова приймалася і для військовослужбовців з 1 січня 2018 року. Але наприкінці 2017-го уряд відтермінував введення змін на 1 січня 2019 року. Чи завжди Анатолій Гриценко такий правдивий, як у цьому разі? Дізнайтесь з нашої статті “П’ять цитат від Анатолія Гриценка про українську оборону”","https://www.kmu.gov.ua/ua/npas/250232704, http://zakon3.rada.gov.ua/laws/show/268-2006-%D0%BF/ed20111105/page7, https://www.kmu.gov.ua/ua/npas/250232704, https://www.kmu.gov.ua/ua/npas/250287238, https://www.kmu.gov.ua/ua/npas/pro-vnesennya-zmini-do-punktu-10-postanovi-kabinetu-ministriv-ukrayini-vid-30-serpnya-2017-r-704 https://voxukraine.org/uk/p-yat-tsitat-vid-anatoliya-gritsenka-pro-ukrayinsku-oboronu/",https://youtu.be/tBMO1hVf3HE?t=1042
133,Анатолій Гриценко,"Лідер партії ""Громадянська позиція""",08.01.2018,09.01.2018,"А ця структура (УкрОборонПром – прим. ред) поєднує в собі і бізнес, вона працює як господарюючий суб’єкт, і як орган державного управління, вона визначає засади політики”.",Маніпуляція,"УкрОборонПром справді може укладати від свого імені договори, оскільки має статус юридичної особи. Проте організація не визначає засади політики, а “може брати участь у розробленні проектів нормативно-правових актів з питань реформування та розвитку оборонно-промислового комплексу та військово-технічного співробітництва з іноземними державами”.",http://ukroboronprom.com.ua/uk/pro-kontsern/dokumenty/statut,https://youtu.be/tBMO1hVf3HE?t=1657
133,Анатолій Гриценко,"Лідер партії ""Громадянська позиція""",08.01.2018,09.01.2018,"Це зобов’язання (призначити цивільного Міністра Оборони), яке взяла на себе Україна в рамках співпраці з НАТО.",Правда,Річна програма співпраці з НАТО 2017 передбачає імплементацію Стратегічного оборонного бюлетеня (пункт 2.1). Цей бюлетень справді містить положення про призначення до кінця 2018 року цивільного Міністра оборони (пункт 2.7).,"http://www.president.gov.ua/documents/1032017-21670, http://www.president.gov.ua/documents/2402016-20137",https://youtu.be/tBMO1hVf3HE?t=2474
1,Володимир Гройсман,Прем'єр-міністр України,11.01.2018,14.01.2018,"Ви знаєте, що в минулому році, 2017-му, було прийняте рішення, де ми підвищили заробітну плату вчителям на 50%.",Правда,"КМУ справді підняв зарплату вчителям на 50% двома постановами: щодо прив’язки окладу до прожиткового мінімуму та підвищення окладів на два розряди. Щоправда, вступили в силу ці рішення в 2017 році, а от були прийняті вони в 2016 році (що на вердикт не впливає).","https://www.kmu.gov.ua/ua/npas/249637026, http://zakon2.rada.gov.ua/laws/show/974-2016-%D0%BF",https://www.facebook.com/volodymyrgroysman/videos/649594515209466/
1,Володимир Гройсман,Прем'єр-міністр України,11.01.2018,14.01.2018,"Наша країна завжди мала дві різні ціни на природний газ: державна ставка становила 2000 грн, а комерційна ставка на газ становила 7000 грн. Через цю невідповідність було нажито багато корупційних грошей. Сьогодні ціна рівна, і будь-які шанси корупції в цій сфері були ліквідовані.",Маніпуляція,"Одна з головних цілей реформи ринку газу – вирівнювання ціни газу для населення та промисловості, адже до 2015 року тарифи для населення були набагато нижчими, що створювало можливості для однієї з головних корупційних схем на ринку і призводило до дефіциту Нафтогазу, який покривався з держбюджету. Уряд поступово вирівнював ціну для населення - її підвищували у 2015 та 2016 рр. Востаннє ціну мали підвищити 1 жовтня 2017, але цього не відбулося. Тобто ціни для населення та промисловості знову різні, що призвело до призупинення програми з МВФ. Хочете розібратись, що відбувається з ціною на газ та субсидіями? Прочитайте статтю “Високі тарифи і величезні субсидії: кому насправді найбільш вигідні нові умови?”.",https://voxukraine.org/uk/pidvyschennya-kommunalnyh-taryfiv/,https://www.depo.ua/ukr/politics/volodimir-groysman-ukrayini-ce-vdastsya-20180111706704
1,Володимир Гройсман,Прем'єр-міністр України,11.01.2018,14.01.2018,Ми перейшли від економічного падіння на 17% до зростання в 2-3%.,Правда,"У 2014-2015 роках ВВП сумарно впав на 15,7% (тобто Гройсман завищив показник на 8,2%, але, за методологією VoxCheck, це не виходить за рамки правди). Та вже в 2016 році ВВП зріс на 2,44%, а в 2017 на 2,52%, за оцінкою МВФ.","http://www.ukrstat.gov.ua/operativ/operativ2014/vvp/ind_vvp/ind_2014_u_n.htm, http://www.ukrstat.gov.ua/operativ/operativ2015/vvp/ind_vvp/ind_2015_u_n.htm, https://www.imf.org/external/pubs/ft/weo/2018/02/weodata/weorept.aspx?pr.x=74&pr.y=3&sy=2016&ey=2023&scsm=1&ssd=1&sort=country&ds=.&br=1&c=926&s=NGDP_RPCH&grp=0&a=",https://www.depo.ua/ukr/politics/volodimir-groysman-ukrayini-ce-vdastsya-20180111706704
1,Володимир Гройсман,Прем'єр-міністр України,11.01.2018,14.01.2018,Зовнішній борг України становить 83% (ВВП),Неправда,"За наявними даними держборг України становить 73,3% від ВВП за 2017 рік (ВВП взятий за прогнозом МВФ на момент цитати). Водночас зовнішній державний борг становить 47,5% ВВП. Більше про держборг у статті “Про мільярди від МВФ під 1%, вибори, які нервують інвесторів, та імовірність дефолту в Україні”.","https://www.minfin.gov.ua/uploads/redactor/files/30.11.2017%20%D0%BC%D0%BB%D1%80%D0%B4.xlsm, http://www.ukrstat.gov.ua/operativ/operativ2017/vvp/vvp_kv/vvp_kv_u/vvpf_kv2017u.htm https://voxukraine.org/uk/pro-milyardi-vid-mvf-pid-1-vibori-yaki-nervuyut-investoriv-ta-imovirnist-defoltu-v-ukrayini/?utm_source=email",http://forbes.ge/news/3245/Ukraine-Will-Make-It
133,Анатолій Гриценко,"Лідер партії ""Громадянська позиція""",11.01.2018,14.01.2018,"Понад 66% наших домогосподарств можуть забезпечити себе теплом, водою та електрикою лише завдяки субсидіям.",Неправда,"В грудні 2017 року субсидії отримували 46,2%, а не 66% від загальної кількості домогосподарств. Краще розібратись у всіх перевагах та недоліках субсидій допоможе стаття “9 фактів про систему субсидій в Україні і «справжню» ціну газу для населення”",http://www.ukrstat.gov.ua/express/expr2018/01/07.zip https://voxukraine.org/uk/9-factiv-pro-sytemu-subsidiy/,https://youtu.be/szS_r3gXgHk?t=935
6,Юрій Бойко,"Співголова фракції ""Опозиційний блок""",15.01.2018,21.01.2018,"Законопроект (Про деокупацію Донбасу) протирічить всім міжнародним угодам, які має сьогодні Україна по завершенню конфлікту на Сході. Перш за все це стосується резолюції Ради безпеки ООН від 17 лютого 2015-го року, Мінського протоколу, домовленостей в “Нормандському” форматі.",Неправда,"Зауваження Головного юридичного управління до законопроекту “Про тимчасово окуповані території” не вказують на порушення згаданих документів, тобо Бойко помиляється. Але ГЮУ вказує, що з міжнародно-правової точки зору може викликати питання нечіткість деяких формулювань у тексті законопроекту, що відповідно до встановленого стандарту Конвенції про захист прав людини і основоположних свобод є недопустимим. Занепокоєння висловили і західні експерти, особливо в частині збільшення повноважень Президента.","http://w1.c1.rada.gov.ua/pls/zweb2/webproc34?id=&pf3511=62638&pf35401=442511, http://www.dw.com/uk/%D0%BF%D1%80%D0%B5%D0%B7%D0%B8%D0%B4%D0%B5%D0%BD%D1%82-%D1%83-%D0%B2%D0%B8%D0%B3%D1%80%D0%B0%D1%88%D1%96-%D0%B0-%D0%BB%D1%8E%D0%B4%D0%B8-%D0%BD%D0%B0-%D0%B7%D0%B0%D1%85%D0%BE%D0%B4%D1%96-%D0%B4%D0%B0%D0%BB%D0%B8-%D0%BE%D1%86%D1%96%D0%BD%D0%BA%D1%83-%D0%B7%D0%B0%D0%BA%D0%BE%D0%BD%D1%83-%D0%BF%D1%80%D0%BE-%D0%B4%D0%B5%D0%BE%D0%BA%D1%83%D0%BF%D0%B0%D1%86%D1%96%D1%8E/a-42200467",https://youtu.be/1ue9dC1YVbw?t=0
6,Юрій Бойко,"Співголова фракції ""Опозиційний блок""",15.01.2018,21.01.2018,Немає коштів на підтримку державних шахт. Їх 33 залишилося в країні.,Неправда,"На підконтрольній Україні території справді знаходиться 33 працюючих державних шахти. Всі вони знаходяться під управлінням Міненерговугілля. Це дані за 2016 рік, але наразі ситуація не змінилась. Проте, не можна говорити, що грошей на вугільну галузь немає: видатки неї на 2018 рік дорівнюють 2,4 млрд грн, роком раніше ця сума становила 2,5 млрд грн.","http://frupek.org.ua/527-%D0%BF%D1%80%D0%BE-%D0%B2%D0%B8%D1%80%D0%BE%D0%B1%D0%BD%D0%B8%D1%87%D0%BE-%D1%82%D0%B5%D1%85%D0%BD%D1%96%D1%87%D0%BD%D1%83-%D1%82%D0%B0-%D0%B5%D0%BA%D0%BE%D0%BD%D0%BE%D0%BC%D1%96%D1%87%D0%BD%D1%83-5.html, https://www.kmu.gov.ua/ua/news/250192785 http://zakon3.rada.gov.ua/laws/file/text/59/f471810n191.xls, http://zakon2.rada.gov.ua/laws/file/text/58/f463274n199.xls",https://youtu.be/1ue9dC1YVbw?t=150
133,Анатолій Гриценко,"Лідер партії ""Громадянська позиція""",15.01.2018,21.01.2018,"Тут Парламент не потрібен (для перерахунку пенсій військовим). Це Постанова Кабміну, яка вводиться в дію і одразу здійснюється перерахунок.",Правда,"Це справді так. Достатньо підвищити грошове забезпечення військовослужбовцям постановою КМУ, щоб відбувся перерахунок пенсій військовим. Відповідно до ч.ІV ст.63 закону від 09.04.1992 №2262-ХІІ «Про Пенсійне забезпечення осіб, звільнених з військової служби, та деяких інших осіб» таке підвищення автоматично тягне за собою перерахунок пенсій.",http://zakon5.rada.gov.ua/laws/show/2262-12,https://youtu.be/Z6mXopJOFv8?t=855
133,Анатолій Гриценко,"Лідер партії ""Громадянська позиція""",15.01.2018,21.01.2018,"Попередній Генеральний секретар ООН, який був на момент початку російської агресії, Пан Гі Мун, <...> вийшов і сказав, що країни-підписанти Будапештського Мeморандуму, які гарантували Україні безпеку тоді, коли вона здала ядерний потенціал №3 у світі, і які взяли на себе, цитата, “юридично зобов’язуючі зобов’язання”, не виконали своєї функції.",Маніпуляція,"З приводу Будапештського меморандуму Пан Гі Мун виступав публічно у березні 2014 року. Це було на саміті з ядерної безпеки у Гаазі, де тодішній Генсек ООН заявив: “У випадку з Україною гарантії безпеки були основною умовою її приєднання до Договору про нерозповсюдження ядерної зброї. Однак авторитет гарантій, наданих Україні у Будапештському меморандумі 1994 року був серйозно підірваний останніми подіями”. Він також закликав країни, які мають ядерну зброю, вирішити питання захисту країн, що її не мають. Але мова не йшла про юридичні зобов’язання.",https://www.un.org/sg/en/content/sg/statement/2014-03-24/secretary-general%E2%80%99s-remarks-opening-session-nuclear-security-summit,https://youtu.be/Z6mXopJOFv8?t=2736
133,Анатолій Гриценко,"Лідер партії ""Громадянська позиція""",15.01.2018,21.01.2018,"Перший мій візит у ранзі міністра оборони в 2005 році в Москву 21 квітня до міністра оборони Росії, тоді це був Сергій Іванов. Під час цієї зустрічі я чітко заявив, це була державна позиція, що для Чорноморського флоту Росії будуть створені комфортні умови для перебування, але до травня 2017 і крапка. <...> І вони тоді виділяли, я це перевіряв, у своєму Державному бюджеті мільярди рублів щороку для будівництва нових баз на Кавказькому узбережжі Чорного моря. Але потім вже прийшов Віктор Федорович, він продовжив перебування Чорноморського флоту у Харкові до 2042 року.",Правда,"Візит тодішнього міністра оборони в Москву відбувся 25-26 квітня 2005 року. За угодою 1997 року, Чорноморський флот перебував у Криму до 2017 року. 2010 року термін його перебування був продовжений Харківською угодою до 2042 року. В Росії справді є Федеральна цільова програма ""Создание системы базирования Черноморского флота на территории Российской Федерации в 2005 - 2020 годах"". Так, за період 2005-2017 роки на програму було виділено 42 млрд рублів.","https://www.dw.com/uk/%D0%BC%D1%96%D0%BD%D1%96%D1%81%D1%82%D1%80-%D0%BE%D0%B1%D0%BE%D1%80%D0%BE%D0%BD%D0%B8-%D0%BE%D0%B1%D0%B3%D0%BE%D0%B2%D0%BE%D1%80%D0%B8%D1%82%D1%8C-%D1%83-%D1%80%D0%BE%D1%81%D1%96%D1%97-%D0%BF%D1%80%D0%BE%D0%B1%D0%BB%D0%B5%D0%BC%D0%B8-%D1%87%D1%84/a-2470763, http://zakon5.rada.gov.ua/laws/show/643_359 http://fcp.economy.gov.ru/cgi-bin/cis/fcp.cgi/Fcp/ViewFcp/View/2015/179/",https://youtu.be/Z6mXopJOFv8?t=3178
5,Олег Ляшко,"Лідер ""Радикальної партії""",15.01.2018,21.01.2018,"З нового року вступили у дію норми Угоди про асоціацію з Євросоюзом, яким фактично селянам забороняють продавати молоко, прикриваючись тим, що воно неякісне.",Маніпуляція,"24 лютого 2016 року Кабмін видав розпорядження, яке встановлювало на 2018 рік імплементацію стандартів державного контролю у сфері санітарних та фітосанітарних заходів, відповідно до зобов’язань України за Угодою про асоціацію з ЄС. Однак ці норми не вступили в силу з нового року. МінАПК відстрочило впровадження норм до липня 2018 року та розробляє ступеневу систему трансформації вимог до якості молока, що дасть змогу виробникам та переробникам поступово адаптуватися до нових стандартів.","http://zakon3.rada.gov.ua/laws/show/228-2016-%D1%80, https://www.kmu.gov.ua/ua/news/zakupivlya-moloka-v-gospodarstvah-naselennya-trivatime-olena-kovalova",http://iportal.rada.gov.ua/meeting/stenpog/show/6690.html
6,Юрій Бойко,"Співголова фракції ""Опозиційний блок""",16.01.2018,21.01.2018,"Як тільки був прийнятий (другий) Мінський протокол, ми одразу 10 законопроектів, розвиток кожного пункту Мінського протоколу, надали в Верховну Раду.",Перебільшення,"Другий Мінський протокол був прийнятий 12 лютого 2015-го року. Законопроекти, про які говорить Юрій Бойко, були подані за місяць, 18-19 березня. І їх було не 10, а 5 (ознайомитись можна тут, тут, тут, тут і тут). Варто додати, що чотири з цих документів отримали негативні відгуки від профільних комітетів або Науково-експертного управління і були або зняті з розгляду, або відправлені на доопрацювання.","http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?id=&pf3511=54448, http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?id=&pf3511=54446, http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?id=&pf3511=54470, http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?id=&pf3511=54447, http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?id=&pf3511=54485",https://youtu.be/6usVGfIETt0?t=206
112,Вадим Рабінович,"Лідер партії ""За життя""",16.01.2018,21.01.2018,"За первые 5 дней, которые прошли сегодня с начала нового года, Украина полностью исчерпала уже лимит на поставки пшеницы, зерна в Европу. Всё, за 5 дней. Дальше нам не разрешают работать.",Маніпуляція,"Україна справді вже використала квоту на експорт пшениці та кукурудзи до ЄС згідно з Регламентом ЄС 2015/2081, а також згідно з додатковою експортною квотою, яку Україна отримала наприкінці 2017 року, згідно з Регламентом ЄС 2017/2200. При цьому квота на експорт ячменю ще не повністю використана. Але вичерпання квоти не означає, що тепер Україні заборонено експортувати зерно до ЄС. Це лише означає, що далі необхідно буде сплачувати мито.","https://circabc.europa.eu/sd/a/2bfc7190-efee-44e7-9809-87d5ff18729a/TRQ%20Imports.pdf, http://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32015R2081&from=bg, https://www.kmu.gov.ua/ua/news/yevropejska-komisiya-opublikuvala-proceduru-administruvannya-dodatkovih-tarifnih-kvot-na-ukrayinski-zernovi, http://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32017R2200&from=EN http://old.ucci.org.ua/dnload/eur1_2.pdf",https://youtu.be/XIjXLnggK2E?t=28
112,Вадим Рабінович,"Лідер партії ""За життя""",16.01.2018,21.01.2018,"Что это за партнёр у нас такой (МВФ), странный, финансовый, который нас сегодня с первого числа заставил не пить свое молоко, убить своих коров. Вы знаете о том, что мы должны по законам теперь не покупать сельское молоко…",Неправда,"По-перше, вимоги до якості молочної продукції висуває не МВФ. Це одна з вимог Угоди про Асоціацію з ЄС. По-друге, Мінагрополітики повідомляло, що з 1 січня 2018 року не були введені в дію санітарні обмеження на прийом молока у населення, вони переносяться на 1 липня 2018 року і ще будуть переглядатись. По-третє, нові санітарні стандарти запроваджуються не для того, щоб “убити корів”, а для того, щоб підвищити якість молока, яке споживає населення. Виробники, які дотримуватимуться стандартів якості, зможуть здавати своє молоко переробникам.","http://www.eurointegration.com.ua/articles/2018/01/19/7076283/, http://www.minagro.gov.ua/uk/node/25190",https://youtu.be/cd6kiSP99sY?t=313
112,Вадим Рабінович,"Лідер партії ""За життя""",16.01.2018,21.01.2018,"В этом году, чтобы вы знали, МВФ дал Украине 1 млрд (долларов), а получил за него миллиард триста. <...> При этом мы должны были вырубить свой лес, уничтожить леса...",Маніпуляція,"За 2017 рік Україна справді отримала від МВФ $1 млрд, а повернула близько $1,3 млрд за попередні транші. А, наприклад, у 2012-2013 роках Україна нічого не отримувала від МВФ і тільки повертала свої борги. Натомість, за 2014-2016 роки, коли ситуація була найскладнішою, Фонд надав Україні на $7 млрд кредитів більше, ніж Україна йому виплатила. Зазначимо, що жодній країні МВФ не надає гроші на безповоротній основі. Допомога Фонду - це завжди кредити, але кредити на більш вигідних умовах, ніж ринкові. Щодо знищення лісів, то це ЄС, а не МВФ, наполягає на скасуванні мораторію на експорт деревини, оскільки таке обмеження торгівлі суперечить Угоді про Асоціацію. До того ж, заборона експорту лісу-кругляку не припинила вирубки лісів. Зберегти ліс могла б заборона вирубки, якби її було дотримано.","https://ukranews.com/ua/news/533560-ukraina-pererakhuvala-mvf-ostanniy-platizh-u-2017-vsogo-za-rik-vyplacheno-13-mlrd, http://www.imf.org/external/np/fin/tad/extrans2.aspx?memberKey1=993&valueDate=2017&yearType=C&acctType1=GRASDA&extrans_flag=Y, https://www.epravda.com.ua/publications/2016/12/21/615337/ http://www.eurointegration.com.ua/experts/2016/12/6/7058476/, https://voxukraine.org/uk/rik-drugij-kudi-priviv-ukrayinu-moratorij-na-eksport-lisu-kruglyaku/",https://youtu.be/jeKH1gkvzjM?t=180
